EmployeeKey ParentEmployeeKey EmployeeNationalIDAlternateKey ParentEmployeeNationalIDAlternateKey SalesTerritoryKey FirstName                                          LastName                                           MiddleName                                         NameStyle Title                                              HireDate   BirthDate  LoginID                                                                                                                                                                                                                                                          EmailAddress                                       Phone                     MaritalStatus EmergencyContactName                               EmergencyContactPhone     SalariedFlag Gender PayFrequency BaseRate              VacationHours SickLeaveHours CurrentFlag SalespersonFlag DepartmentName                                     StartDate  EndDate    Status                                             EmployeePhoto
----------- ----------------- ------------------------------ ------------------------------------ ----------------- -------------------------------------------------- -------------------------------------------------- -------------------------------------------------- --------- -------------------------------------------------- ---------- ---------- ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- -------------------------------------------------- ------------------------- ------------- -------------------------------------------------- ------------------------- ------------ ------ ------------ --------------------- ------------- -------------- ----------- --------------- -------------------------------------------------- ---------- ---------- -------------------------------------------------- ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
11          3                 695256908                      NULL                                 11                Gail                                               Erickson                                           A                                                  0         Design Engineer                                    2013-08-06 1963-04-27 adventure-works\gail0                                                                                                                                                                                                                                            gail0@adventure-works.com                          849-555-0139              M             Gail Erickson                                      849-555-0139              1            F      2            32,6923               5             22             1           0               Engineering                                        2013-08-06 NULL       Current                                            0xFFD8FFE000104A46494600010101012C012C0000FFED016A50686F746F73686F7020332E30003842494D040400000000014D1C015A00031B25471C0200000200021C0278000E416E6E65747465206F66666963651C0237000832303136303631311C021900104E65772050726F6475637420496465611C0219001D54657374
12          189               912265825                      NULL                                 11                Barry                                              Johnson                                            K                                                  0         Production Technician - WC10                       2013-08-07 1966-10-25 adventure-works\barry0                                                                                                                                                                                                                                           barry0@adventure-works.com                         206-555-0180              S             Barry Johnson                                      206-555-0180              0            M      1            13,45                 88            64             1           0               Production                                         2013-08-07 NULL       Current                                            0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
13          3                 998320692                      NULL                                 11                Jossef                                             Goldberg                                           H                                                  0         Design Engineer                                    2013-08-24 1969-10-09 adventure-works\jossef0                                                                                                                                                                                                                                          jossef0@adventure-works.com                        122-555-0189              M             Jossef Goldberg                                    122-555-0189              1            M      2            32,6923               6             23             1           0               Engineering                                        2013-08-24 NULL       Current                                            0xFFD8FFE000104A46494600010101004800480000FFED020450686F746F73686F7020332E30003842494D04040000000001E81C015A00031B25471C0200000200021C02780051706F727472616974206F662068616E64736F6D6520627573696E6573732065786563757469766520696E20737569742069736F6C6174656420
14          112               245797967                      NULL                                 11                Terri                                              Duffy                                              Lee                                                0         Vice President of Engineering                      2013-08-31 1982-03-01 adventure-works\terri0                                                                                                                                                                                                                                           terri0@adventure-works.com                         819-555-0175              S             Terri Duffy                                        819-555-0175              1            F      2            63,4615               1             20             1           0               Engineering                                        2013-08-31 NULL       Current                                            0xFFD8FFE000104A46494600010101012C012C0000FFE110784578696600004D4D002A00000008000A010F00020000001200000086011000020000000A00000098011200030000000100010000011A000500000001000000A2011B000500000001000000AA012800030000000100020000013100020000001B000000B2013200
15          189               844973625                      NULL                                 11                Sidney                                             Higa                                               M                                                  0         Production Technician - WC10                       2013-09-02 1967-03-30 adventure-works\sidney0                                                                                                                                                                                                                                          sidney0@adventure-works.com                        424-555-0189              M             Sidney Higa                                        424-555-0189              0            M      1            13,45                 84            62             1           0               Production                                         2013-09-02 NULL       Current                                            0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
16          23                233069302                      NULL                                 11                Taylor                                             Maxwell                                            R                                                  0         Production Supervisor - WC50                       2013-09-08 1966-10-31 adventure-works\taylor0                                                                                                                                                                                                                                          taylor0@adventure-works.com                        508-555-0165              M             Taylor Maxwell                                     508-555-0165              0            M      2            25,00                 79            59             1           0               Production                                         2013-09-08 NULL       Current                                            0xFFD8FFE000104A4649460001010100F000F00000FFED01E650686F746F73686F7020332E30003842494D04040000000001CA1C015A00031B25471C0200000200021C02780039627573696E6573736D616E20686F6C64696E6720706170657220616E6420736D696C696E67202F2069736F6C61746564206F6E207768697465
17          189               132674823                      NULL                                 11                Jeffrey                                            Ford                                               L                                                  0         Production Technician - WC10                       2013-09-20 1967-02-09 adventure-works\jeffrey0                                                                                                                                                                                                                                         jeffrey0@adventure-works.com                       984-555-0185              S             Jeffrey Ford                                       984-555-0185              0            M      1            13,45                 85            62             1           0               Production                                         2013-09-20 NULL       Current                                            0xFFD8FFE000104A46494600010101006000600000FFDB004300080606070605080707070909080A0C140D0C0B0B0C1912130F141D1A1F1E1D1A1C1C20242E2720222C231C1C2837292C30313434341F27393D38323C2E333432FFDB0043010909090C0B0C180D0D1832211C2132323232323232323232323232323232323232
18          23                446466105                      NULL                                 BB                Jo                                                 Brown                                              A                                                  0         Production Supervisor - WC60                       2013-09-27 1967-05-08 adventure-works\jo0                                                                                                                                                                                                                                              jo0@adventure-works.com                            632-555-0129              S             Jo Brown                                           632-555-0129              0            F      2            25,00                 80            60             1           0               Production                                         2013-09-27 NULL       Current                                            0xFFD8FFE000104A46494600010101004800480000FFED01AA50686F746F73686F7020332E30003842494D040400000000018D1C015A00031B25471C0200000200021C0278003B506F727472616974206F66206861707079206D617475726520627573696E65737320776F6D616E20776F726B696E67206F6E2061206C617074
19          189               565090917                      NULL                                 11                Doris                                              Hartwig                                            M                                                  0         Production Technician - WC10                       2013-10-09 1966-11-03 adventure-works\doris0                                                                                                                                                                                                                                           doris0@adventure-works.com                         328-555-0150              M             Doris Hartwig                                      328-555-0150              0            F      1            13,45                 86            63             1           0               Production                                         2013-10-09 NULL       Current                                            0xFFD8FFE000104A46494600010101012C012C0000FFED008650686F746F73686F7020332E30003842494D040400000000004A1C015A00031B25471C0200000200021C0250000F4461766964204A2E2043657276656E1C02740022C2A9204461766964204A2E2043657276656E202D2053747564696F20416C74697573384249
20          23                494170342                      NULL                                 11                John                                               Campbell                                           T                                                  0         Production Supervisor - WC60                       2013-10-16 1967-03-07 adventure-works\john0                                                                                                                                                                                                                                            john0@adventure-works.com                          435-555-0113              M             John Campbell                                      435-555-0113              0            M      2            25,00                 81            60             1           0               Production                                         2013-10-16 NULL       Current                                            0xFFD8FFE000104A46494600010101012C012C0000FFED006450686F746F73686F7020332E30003842494D04040000000000471C015A00031B25471C0200000200021C0278001A506F727472616974206F66206120627573696E6573736D616E2E1C02050014427573696E6573736D616E20506F72747261697400FFDB004300
21          189               9659517                        NULL                                 11                Diane                                              Glimp                                              R                                                  0         Production Technician - WC10                       2013-10-27 1966-10-28 adventure-works\diane0                                                                                                                                                                                                                                           diane0@adventure-works.com                         202-555-0151              M             Diane Glimp                                        202-555-0151              0            F      1            13,45                 87            63             1           0               Production                                         2013-10-27 NULL       Current                                            0xFFD8FFE000104A46494600010101004800480000FFED005C50686F746F73686F7020332E30003842494D04040000000000401C015A00031B25471C0200000200021C021900114368616E6765204D616E6167656D656E741C0219000E4469676974616C2043616D6572611C0219000343524DFFDB0043000201010201010202
22          177               443968955                      NULL                                 11                Steven                                             Selikoff                                           T                                                  0         Production Technician - WC30                       2014-07-01 1987-12-12 adventure-works\steven0                                                                                                                                                                                                                                          steven0@adventure-works.com                        925-555-0114              M             Steven Selikoff                                    925-555-0114              0            M      1            9,50                  41            40             1           0               Production                                         2014-07-01 NULL       Current                                            0xFFD8FFE000104A46494600010101004800480000FFED01CA50686F746F73686F7020332E30003842494D04040000000001AE1C015A00031B25471C0200000200021C02780047506F727472616974206F66206120796F756E6720636F6E666964656E7420686170707920627573696E6573736D616E20636F6D6D756E696361
23          112               277173473                      NULL                                 CC                Peter                                              Krebs                                              J                                                  0         Production Control Manager                         2014-07-01 1993-06-03 adventure-works\peter0                                                                                                                                                                                                                                           peter0@adventure-works.com                         913-555-0196              M             Peter Krebs                                        913-555-0196              1            M      2            24,5192               43            41             1           0               Production Control                                 2014-07-01 NULL       Current                                            0xFFD8FFE000104A46494600010101004800480000FFED012A50686F746F73686F7020332E30003842494D040400000000010D1C015A00031B25471C0200000200021C02780032506F727472616974206F662061206861707079207375636365737366756C206D617475726520627573696E657373206D616E1C026900043833
24          201               835460180                      NULL                                 11                Stuart                                             Munson                                             V                                                  0         Production Technician - WC45                       2014-07-02 1973-04-13 adventure-works\stuart0                                                                                                                                                                                                                                          stuart0@adventure-works.com                        413-555-0136              S             Stuart Munson                                      413-555-0136              0            M      1            10,00                 84            62             1           0               Production                                         2014-07-02 NULL       Current                                            0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
25          201               687685941                      NULL                                 11                Greg                                               Alderson                                           F                                                  0         Production Technician - WC45                       2014-07-02 1986-11-15 adventure-works\greg0                                                                                                                                                                                                                                            greg0@adventure-works.com                          332-555-0150              S             Greg Alderson                                      332-555-0150              0            M      1            10,00                 85            62             1           0               Production                                         2014-07-02 NULL       Current                                            0xFFD8FFE000104A46494600010101015E015E0000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
26          188               498138869                      NULL                                 11                David                                              Johnson                                            N                                                  0         Production Technician - WC30                       2014-07-02 1990-06-02 adventure-works\david1                                                                                                                                                                                                                                           david1@adventure-works.com                         166-555-0162              S             David Johnson                                      166-555-0162              0            M      1            9,50                  25            32             1           0               Production                                         2014-07-02 NULL       Current                                            0xFFD8FFE000104A46494600010101004800480000FFED01DE50686F746F73686F7020332E30003842494D04040000000001C11C015A00031B25471C0200000200021C02780049436C6F736575702070686F746F206F66206120636865657266756C20627573696E6573736D616E2069736F6C6174656420616761696E737420
27          23                360868122                      NULL                                 11                Zheng                                              Mu                                                 W                                                  0         Production Supervisor - WC10                       2014-07-03 1994-05-26 adventure-works\zheng0                                                                                                                                                                                                                                           zheng0@adventure-works.com                         113-555-0173              S             Zheng Mu                                           113-555-0173              0            M      2            25,00                 66            53             1           0               Production                                         2014-07-03 NULL       Current                                            0xFFD8FFE000104A46494600010101012C012C0000FFED019250686F746F73686F7020332E30003842494D04040000000001531C015A00031B25471C0200000200021C0250000E4D69636861656C2044654C656F6E1C021900104E65772050726F6475637420496465611C0219001D546573742044726976656E20446576656C
28          111               964089218                      NULL                                 11                Ivo                                                Salmre                                             William                                            0         Production Technician - WC20                       2014-07-04 1992-08-03 adventure-works\ivo0                                                                                                                                                                                                                                             ivo0@adventure-works.com                           115-555-0179              M             Ivo Salmre                                         115-555-0179              0            M      1            14,00                 9             24             1           0               Production                                         2014-07-04 NULL       Current                                            0xFFD8FFE000104A46494600010101012C012C0000FFED00B650686F746F73686F7020332E30003842494D04040000000000991C015A00031B25471C0200000200021C02780047506F727472616974206F66206120796F756E67206174747261637469766520627573696E6573736D616E206E65787420746F206120636F7270
29          89                384162788                      NULL                                 11                Paul                                               Komosinski                                         B                                                  0         Production Technician - WC40                       2014-07-04 1991-06-13 adventure-works\paul0                                                                                                                                                                                                                                            paul0@adventure-works.com                          147-555-0160              S             Paul Komosinski                                    147-555-0160              0            M      1            15,00                 68            54             1           0               Production                                         2014-07-04 NULL       Current                                            0xFFD8FFE000104A46494600010101012C012C0000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C021900104E65772050726F6475637420496465611C0219001D546573742044726976656E20446576656C6F706D656E742028544444291C0219000F4E65
30          154               749389530                      NULL                                 11                Ashvini                                            Sharma                                             R                                                  0         Network Administrator                              2014-07-04 1987-10-25 adventure-works\ashvini0                                                                                                                                                                                                                                         ashvini0@adventure-works.com                       656-555-0119              S             Ashvini Sharma                                     656-555-0119              0            M      2            32,4519               70            55             1           0               Information Services                               2014-07-04 NULL       Current                                            0xFFD8FFE000104A46494600010101004800480000FFED00DE50686F746F73686F7020332E30003842494D04040000000000C21C015A00031B25471C0200000200021C0278002F73656C66206173737572656420627573696E657373206D616E2074616B696E6720612072656C6178656420706F73651C0205000C72656C6178
31          16                571658797                      NULL                                 11                Kendall                                            Keil                                               C                                                  0         Production Technician - WC50                       2014-07-05 1996-12-28 adventure-works\kendall0                                                                                                                                                                                                                                         kendall0@adventure-works.com                       138-555-0128              M             Kendall Keil                                       138-555-0128              0            M      1            11,00                 11            25             1           0               Production                                         2014-07-05 NULL       Current                                            0xFFD8FFE000104A46494600010101004800480000FFED017C50686F746F73686F7020332E30003842494D040400000000015F1C015A00031B25471C0200000200021C02780028596F756E6720627573696E657373206D616E20776F726B696E6720696E20746865206F66666963651C02050017506F727472616974206F6620
32          143               535145551                      NULL                                 11                Paula                                              Barreto de Mattos                                  M                                                  0         Human Resources Manager                            2014-07-06 1986-09-11 adventure-works\paula0                                                                                                                                                                                                                                           paula0@adventure-works.com                         523-555-0175              M             Paula Barreto de Mattos                            523-555-0175              1            F      2            27,1394               54            47             1           0               Human Resources                                    2014-07-06 NULL       Current                                            0xFFD8FFE000104A4649460001010100F000F00000FFED00A850686F746F73686F7020332E30003842494D040400000000008C1C015A00031B25471C0200000200021C0278004E617369616E20627573696E65737320776F6D616E207769746820612062696720736D696C6520686F6C64696E67206120666F6C646572206F76
33          214               761597760                      NULL                                 11                Alejandro                                          McGuel                                             E                                                  0         Production Technician - WC40                       2014-07-06 1999-07-05 adventure-works\alejandro0                                                                                                                                                                                                                                       alejandro0@adventure-works.com                     668-555-0130              S             Alejandro McGuel                                   668-555-0130              0            M      1            15,00                 52            46             1           0               Production                                         2014-07-06 NULL       Current                                            0xFFD8FFE000104A46494600010101006000600000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
34          188               271438431                      NULL                                 11                Garrett                                            Young                                              R                                                  0         Production Technician - WC30                       2014-07-07 1995-03-25 adventure-works\garrett0                                                                                                                                                                                                                                         garrett0@adventure-works.com                       609-555-0179              S             Garrett Young                                      609-555-0179              0            M      1            9,50                  34            37             1           0               Production                                         2014-07-07 NULL       Current                                            0xFFD8FFE000104A46494600010101004800480000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C021900104E65772050726F6475637420496465611C0219001D546573742044726976656E20446576656C6F706D656E742028544444291C0219000F4E65
35          138               160739235                      NULL                                 11                Jian Shuo                                          Wang                                               NULL                                               0         Production Technician - WC30                       2014-07-07 1994-02-24 adventure-works\jianshuo0                                                                                                                                                                                                                                        jianshuo0@adventure-works.com                      952-555-0178              S             Jian Shuo Wang                                     952-555-0178              0            M      1            9,50                  36            38             1           0               Production                                         2014-07-07 NULL       Current                                            0xFFD8FFE000104A46494600010101012C012C0000FFED01E250686F746F73686F7020332E30003842494D04040000000001C61C015A00031B25471C0200000200021C02780037436C6F73657570206F66206120636865657266756C20796F756E6720627573696E6573736D616E2077656172696E6720676C61737365731C02
36          87                586486572                      NULL                                 11                Susan                                              Eaton                                              W                                                  0         Stocker                                            2014-07-07 1988-09-17 adventure-works\susan0                                                                                                                                                                                                                                           susan0@adventure-works.com                         943-555-0196              S             Susan Eaton                                        943-555-0196              0            F      1            9,00                  97            68             1           0               Shipping and Receiving                             2014-07-07 NULL       Current                                            0xFFD8FFE000104A46494600010101012C012C0000FFED019850686F746F73686F7020332E30003842494D040400000000017B1C015A00031B25471C0200000200021C0278002D412073686F74206F66206120796F756E6720616E642062656175746966756C20627573696E657373776F6D616E1C0205001742656175746966
